t 36692 183831
e 4073 6038
e 141 6351
e 5474 5146
e 2230 2467
e 143 1253
e 1121 5376
e 25562 13084
e 705 1588
e 21310 17808
e 520 3031
e 1852 1554
e 538 1814
e 878 2476
e 141 2569
e 2599 3323
e 381 3259
e 2852 5781
e 194 2104
e 161 27380
e 2736 15811
e 515 7846
e 18125 27381
e 7847 27382
e 11249 27383
e 540 1554
e 1191 19081
e 11479 26330
e 8 3301
e 169 3499
e 8210 966
e 2115 27384
e 3265 233
e 1011 5009
e 27385 27386
e 5584 6235
e 3425 20104
e 3811 4127
e 6483 12547
e 78 29
e 1894 12250
e 307 1145
e 27387 21748
e 172 2137
e 193 1678
e 3070 2259
e 195 4609
e 421 8987
e 197 27388
e 1102 24026
e 78 1618
e 3382 3900
e 1305 774
e 2134 3395
e 3681 11481
e 2880 3174
e 6658 9104
e 457 12441
e 2006 3154
e 3531 6847
e 168 14080
e 26389 2191
e 78 16159
e 650 4978
e 542 27389
e 243 4151
e 3261 3029
e 6565 12680
e 602 23684
e 1155 2427
e 2054 12657
e 235 2836
e 22660 512
e 22 12798
e 78 12938
e 243 27390
e 443 505
e 2146 4403
e 2159 2602
e 4488 2051
e 5274 1668
e 282 9060
e 1215 3834
e 234 1872
e 453 2152
e 23742 21255
e 2583 27391
e 5320 2813
e 27392 27393
e 598 869
e 256 26074
e 6179 15177
e 16 453
e 327 309
e 636 9192
e 624 27394
e 2186 27395
e 1112 6273
e 1634 2402
e 282 720
e 636 85
e 1910 24347
e 443 4613
e 1784 508
e 601 2456
e 4548 1625
e 8703 3420
e 1779 10695
e 10691 2651
e 1343 2685
e 2530 4396
e 1126 1885
e 78 26881
e 2197 13417
e 801 6465
e 410 10387
e 1298 1001
e 1133 11681
e 7336 22251
e 27396 26597
e 7814 22116
e 1470 5337
e 328 3811
e 264 16709
e 104 27397
e 843 2101
e 4295 8611
e 4738 5525
e 1553 292
e 2352 1237
e 995 320
e 23305 1716
e 4913 3522
e 2218 575
e 5963 4629
e 340 268
e 3528 273
e 4413 961
e 462 15122
e 122 5036
e 3559 8771
e 2966 12247
e 352 2023
e 530 14529
e 2113 3134
e 143 13109
e 4842 8502
e 352 27398
e 660 802
e 546 2183
e 11785 20983
e 172 21199
e 829 1959
e 3676 12970
e 1832 5072
e 2530 22229
e 15726 1378
e 5742 1426
e 698 1678
e 620 9593
e 534 3070
e 972 7860
e 389 6643
e 181 3091
e 425 5557
e 5851 13228
e 10634 4945
e 165 3186
e 9458 2607
e 113 6561
e 4073 2778
e 4660 25184
e 3812 53
e 1880 3363
e 1044 5513
e 3269 2394
e 924 1630
e 5732 11599
e 2837 19782
e 27399 27400
e 48 260
e 911 10381
e 286 195
e 567 3161
e 4160 1727
e 8605 256
e 2700 332
e 1397 13903
e 47 229
e 367 1013
e 2713 1790
e 243 27401
e 1058 12934
e 602 5996
e 228 25572
e 13788 12873
e 8942 27402
e 1101 15966
e 586 15172
e 22 3349
e 6049 563
e 680 443
e 102 258
e 2897 10807
e 466 228
e 4518 4220
e 7726 18516
e 13573 7690
e 626 2851
e 22 2043
e 78 9707
e 282 27403
e 2115 4931
e 6810 349
e 1118 8919
e 11568 27404
e 5567 22611
e 3417 5200
e 310 1627
e 646 6935
e 1460 917
e 306 1087
e 443 24766
e 7206 12787
e 3108 2544
e 5056 2249
e 1869 571
e 3251 27405
e 110 1911
e 512 8899
e 355 5002
e 302 4464
e 515 27406
e 282 3157
e 4244 10786
e 4064 536
e 3207 12529
e 340 1121
e 942 5950
e 462 25773
e 256 1019
e 6137 18616
e 13423 2544
e 1518 256
e 7 1637
e 983 13430
e 3998 27407
e 6185 16337
e 2392 10785
e 503 27408
e 5513 3113
e 367 7905
e 725 2883
e 1339 1665
e 11536 13859
e 857 3913
e 13499 23954
e 27409 5334
e 2295 21252
e 528 2069
e 1480 3378
e 551 952
e 3539 632
e 3063 7482
e 5092 17817
e 387 26198
e 7073 5162
e 2432 732
e 705 270
e 2134 717
e 2521 3076
e 6429 13922
e 2253 6151
e 2907 5838
e 2370 1696
e 14416 19072
e 2829 3661
e 5861 1375
e 574 580
e 1367 370
e 78 8
e 6118 10797
e 581 6722
e 18410 3437
e 1083 1353
e 165 13105
e 21003 12378
e 6096 5615
e 23478 14857
e 930 3351
e 177 5751
e 16823 301
e 1779 19539
e 243 27410
e 12891 20082
e 98 2203
e 9897 16324
e 755 7214
e 3035 14079
e 618 18759
e 66 3376
e 47 4865
e 768 27411
e 622 7263
e 1397 5705
e 601 26574
e 3799 1247
e 282 3041
e 6397 3259
e 5054 5615
e 6550 13213
e 2968 10077
e 119 3712
e 4630 20773
e 1295 1660
e 22426 25482
e 24808 25653
e 3099 3108
e 1152 1171
e 1347 350
e 947 5574
e 306 10728
e 2472 66
e 9668 26449
e 467 9730
e 2160 1804
e 4659 8677
e 1854 3461
e 2045 461
e 1149 1767
e 15337 25778
e 90 8
e 6564 14053
e 27412 27413
e 3915 1639
e 6153 440
e 515 21277
e 1480 78
e 2493 1748
e 7454 387
e 316 5278
e 21334 967
e 4302 15111
e 1507 4636
e 27414 27415
e 1298 3514
e 2375 370
e 5493 378
e 256 9975
e 10574 8602
e 4871 3159
e 8899 12659
e 141 2183
e 409 17797
e 27416 12065
e 3416 2203
e 3349 805
e 5044 13149
e 620 22473
e 15242 22325
e 515 2569
e 530 1698
e 3251 8348
e 878 2961
e 1378 860
e 387 24957
e 1553 5146
e 2613 10189
e 1377 3046
e 4725 4960
e 12990 2836
e 24628 19496
e 165 6833
e 1763 6989
e 408 15430
e 1910 4295
e 11536 7999
e 1044 27417
e 78 6383
e 910 7693
e 421 12837
e 179 10304
e 1582 6369
e 1689 8220
e 25615 20638
e 8461 12768
e 406 634
e 912 27418
e 411 448
e 2913 6969
e 5679 1095
e 78 14647
e 5149 9629
e 2816 7936
e 885 2594
e 743 12235
e 1101 477
e 3957 27419
e 5490 9195
e 27420 27421
e 234 830
e 15696 27422
e 270 649
e 1407 4449
e 4973 2865
e 27423 14719
e 443 13136
e 2210 5689
e 768 27424
e 78 27089
e 6481 16701
e 1087 3021
e 1634 9435
e 413 310
e 7157 25587
e 8099 13430
e 282 27425
e 1118 625
e 675 11525
e 332 6229
e 2968 3364
e 782 11057
e 167 3037
e 5517 27426
e 14342 13351
e 2439 27427
e 3352 16697
e 2621 690
e 806 6976
e 503 3718
e 228 27428
e 963 9384
e 5720 19610
e 2788 16
e 3160 15290
e 306 5851
e 8210 27429
e 110 5932
e 11245 8123
e 2181 3533
e 830 21709
e 1315 95
e 432 7082
e 169 23253
e 1297 17351
e 1879 8155
e 1869 2814
e 5916 12904
e 11828 3076
e 668 9458
e 682 13071
e 5225 27430
e 1004 24200
e 551 8728
e 10425 9165
e 1378 25745
e 4654 12066
e 5921 6482
e 2794 27431
e 14359 4902
e 12485 18354
e 520 947
e 12056 14343
e 9033 4033
e 5324 1534
e 10349 1811
e 878 165
e 19972 23875
e 90 27432
e 3352 17776
e 6280 10478
e 1253 854
e 8144 8456
e 2909 15977
e 175 2311
e 1921 465
e 1110 2064
e 586 10224
e 172 17182
e 1415 1375
e 197 2230
e 642 3635
e 1257 4531
e 3771 27433
e 411 3474
e 16261 26877
e 1063 27434
e 1434 8210
e 273 24171
e 47 16477
e 3070 4891
e 165 27435
e 22038 8215
e 4073 2079
e 1387 8861
e 930 2070
e 4075 19592
e 1407 9192
e 602 353
e 457 22387
e 4849 2814
e 944 1590
e 3270 2838
e 9274 2781
e 2575 1512
e 1103 2356
e 860 298
e 262 1043
e 9702 27436
e 27437 16197
e 13868 9617
e 755 2403
e 395 10086
e 540 4675
e 5672 8845
e 10539 5319
e 2091 23695
e 282 27438
e 5130 27439
e 7749 15172
e 10060 24868
e 675 2801
e 2099 24582
e 2757 8636
e 1118 3249
e 1491 9044
e 10349 717
e 228 24659
e 2588 5950
e 869 16264
e 4108 27440
e 344 1375
e 306 6734
e 2295 16968
e 5564 3227
e 3997 717
e 2624 6223
e 21004 24096
e 129 6153
e 567 8625
e 118 14918
e 1315 1118
e 2690 20925
e 779 13903
e 6034 8079
e 76 10898
e 340 389
e 3905 13161
e 1553 21355
e 520 10340
e 1879 7141
e 3559 18101
e 118 14359
e 352 1426
e 878 9600
e 917 1673
e 2070 10587
e 2120 97
e 352 201
e 381 3062
e 4522 7267
e 577 21243
e 5060 11844
e 3170 26973
e 170 660
e 24220 18857
e 896 6223
e 20555 23122
e 23536 15353
e 2907 706
e 169 648
e 3156 90
e 2681 2552
e 1008 13620
e 16556 27441
e 1866 382
e 2795 5471
e 3932 1069
e 8942 3604
e 540 12779
e 2031 3543
e 25635 11285
e 4092 15168
e 7719 10524
e 7519 17549
e 3573 8602
e 3745 27442
e 5861 275
e 243 784
e 649 8443
e 929 8502
e 1058 10937
e 3168 12188
e 2295 10526
e 5120 15795
e 0 1866
e 462 3539
e 20841 26975
e 743 1828
e 243 4705
e 421 1063
e 4439 8602
e 24822 22486
e 602 7448
e 36 9305
e 2778 11674
e 205 7291
e 21021 21233
e 528 7496
e 266 27443
e 4182 27444
e 4184 7735
e 784 716
e 1337 9289
e 11750 27445
e 2439 26705
e 10 9810
e 1875 2212
e 1110 25532
e 16809 4170
e 11812 18961
e 2590 14611
e 1992 5372
e 408 2795
e 66 707
e 291 27446
e 1702 21254
e 228 12536
e 1128 520
e 65 10179
e 119 1305
e 3046 20711
e 1070 27447
e 2795 5304
e 306 5430
e 337 2204
e 695 1638
e 228 11067
e 8244 16990
e 21031 9235
e 15997 21986
e 1630 24742
e 306 2460
e 387 8591
e 581 9438
e 1149 448
e 772 2152
e 2588 1171
e 355 23568
e 1480 345
e 282 1529
e 668 256
e 2581 834
e 660 27448
e 1613 19403
e 1315 2501
e 12151 10843
e 7823 27449
e 3084 8362
e 1426 12015
e 795 1328
e 3900 1023
e 4124 2002
e 5474 3239
e 3118 1557
e 1153 7801
e 948 9604
e 3310 4750
e 88 4064
e 2497 8327
e 3156 2780
e 2091 142
e 339 17819
e 11363 2421
e 61 4895
e 340 27450
e 21633 17441
e 201 1739
e 2062 26386
e 5581 27451
e 364 27452
e 2472 12892
e 377 3382
e 27453 6997
e 546 15538
e 319 7712
e 27454 27455
e 12758 17044
e 3063 8858
e 5416 7586
e 27456 27457
e 2907 1470
e 5856 2851
e 560 1447
e 878 657
e 658 8593
e 540 1489
e 924 5040
e 3398 12549
e 36 6953
e 9105 2455
e 9114 15050
e 243 2968
e 2795 27458
e 19483 4889
e 4244 4396
e 2919 19939
e 2307 17394
e 912 27459
e 243 425
e 6 1153
e 611 2977
e 2366 5405
e 424 2297
e 7483 2543
e 27460 897
e 179 4343
e 960 2050
e 121 17912
e 4305 8802
e 878 7636
e 917 7464
e 928 1320
e 930 7868
e 243 12871
e 602 2850
e 4849 3786
e 3310 27461
e 1602 11055
e 896 27462
e 673 18101
e 933 264
e 15139 8233
e 6475 20299
e 4992 4124
e 224 1350
e 443 27463
e 602 8633
e 21379 8269
e 1425 855
e 9089 7240
e 4029 220
e 1279 266
e 256 11235
e 960 6882
e 1616 4808
e 5280 7374
e 2846 10224
e 7089 767
e 1128 22
e 1443 6000
e 1625 412
e 6144 23333
e 387 19097
e 11915 15680
e 2530 24280
e 27464 27465
e 3494 24319
e 167 6924
e 1347 553
e 1279 7839
e 306 27466
e 3040 5723
e 1833 27467
e 4865 5193
e 8856 9043
e 16 27468
e 2901 27469
e 282 2416
e 21059 2724
e 443 2186
e 812 1359
e 960 27470
e 4017 63
e 104 27471
e 61 4432
e 520 20380
e 169 10209
e 4680 13252
e 528 5733
e 4872 25960
e 1752 8014
e 2157 27472
e 17707 19908
e 340 8494
e 2110 5376
e 1522 493
e 1212 27473
e 4064 66
e 1982 2713
e 802 27474
e 4321 16789
e 4336 4750
e 1158 27475
e 1848 27476
e 143 947
e 1763 27477
e 19299 11212
e 3350 18386
e 201 3404
e 896 1758
e 6170 962
e 544 27198
e 581 13769
e 15253 27478
e 8911 16178
e 878 1152
e 2115 8574
e 16381 20165
e 3349 6480
e 904 1001
e 4269 5147
e 714 2062
e 1739 18967
e 1044 269
e 910 27479
e 381 4122
e 732 15992
e 1363 13473
e 653 4865
e 17916 16330
e 1532 9872
e 13505 14796
e 181 1170
e 10786 9911
e 586 85
e 47 26510
e 49 11693
e 11173 2988
e 910 1977
e 930 14300
e 7493 4132
e 600 6429
e 1558 22017
e 5245 18783
e 19674 22885
e 3063 19965
e 743 896
e 5430 9514
e 13252 3759
e 47 15560
e 620 3370
e 3101 3558
e 243 4772
e 1227 7349
e 2795 6027
e 2159 5877
e 85 12982
e 993 7495
e 646 18404
e 896 15416
e 2433 8260
e 860 6171
e 1378 27480
e 78 11602
e 6372 10380
e 2016 3713
e 443 13785
e 2054 6473
e 690 4515
e 3077 16790
e 90 26313
e 3961 3336
e 1249 720
e 17164 24021
e 3686 5943
e 47 2259
e 1434 21601
e 1107 27481
e 636 27482
e 10765 16897
e 256 773
e 1438 27483
e 25683 21342
e 2054 22557
e 47 243
e 3985 4309
e 49 27484
e 1200 16563
e 1387 11493
e 1604 84
e 966 7061
e 1779 2994
e 2029 4721
e 1836 4711
e 306 27485
e 3109 27486
e 282 679
e 129 8998
e 1152 2607
e 21084 1692
e 3479 10954
e 16864 13562
e 2690 1254
e 16 27487
e 169 27488
e 21085 7655
e 328 2773
e 12396 6898
e 16406 11607
e 1478 178
e 104 27489
e 1807 12447
e 9536 969
e 15034 18162
e 331 12541
e 1982 23346
e 10380 5493
e 24621 974
e 336 2070
e 869 85
e 3070 9923
e 2474 11240
e 236 27490
e 352 1297
e 2599 4316
e 4197 15675
e 4711 3383
e 664 2157
e 1648 18088
e 2230 5921
e 92 6524
e 1307 13262
e 572 8339
e 854 11987
e 8339 9654
e 1997 1212
e 8942 3323
e 147 18406
e 2871 5199
e 2597 5857
e 173 904
e 3902 19468
e 15898 20564
e 355 27491
e 3310 260
e 8641 2961
e 25360 27214
e 1541 2376
e 8991 13441
e 910 982
e 1776 27492
e 2871 19769
e 5932 2928
e 165 8602
e 27493 9395
e 8459 12333
e 169 10336
e 448 25382
e 668 27494
e 243 1779
e 2555 9852
e 662 13198
e 1961 82
e 1992 2751
e 27495 7607
e 320 5783
e 1193 5817
e 1215 17
e 2189 1461
e 878 8093
e 3799 22832
e 93 27496
e 15681 7144
e 2736 1678
e 4516 6911
e 1915 2178
e 1198 19976
e 8217 4354
e 3189 4018
e 36 6276
e 3399 6407
e 2486 19859
e 21106 27497
e 1731 5056
e 3118 2007
e 2168 14475
e 1603 2230
e 179 8846
e 747 11302
e 2420 5154
e 51 18161
e 47 118
e 2201 4514
e 22536 24899
e 387 564
e 1604 3657
e 5136 16651
e 4522 27498
e 574 14166
e 1712 18209
e 20948 18876
e 78 2657
e 1445 2792
e 93 19361
e 4781 3860
e 2107 7023
e 9350 24658
e 445 27499
e 310 7106
e 1347 5273
e 2919 1563
e 881 13725
e 61 27500
e 306 27501
e 1936 7741
e 3546 615
e 787 7726
e 6976 12459
e 19924 1661
e 13170 21017
e 12681 21761
e 7071 14779
e 1112 4070
e 4563 27502
e 995 8165
e 387 19410
e 503 27151
e 385 20775
e 7860 14237
e 2215 1395
e 104 27503
e 1807 5817
e 637 24
e 854 6191
e 370 1699
e 2107 5733
e 9396 399
e 6477 5018
e 340 676
e 2759 222
e 8 1520
e 1507 8603
e 352 291
e 2582 27504
e 7306 22735
e 653 27505
e 381 3249
e 7494 5601
e 6799 207
e 1062 3145
e 93 501
e 4225 847
e 5513 11889
e 169 693
e 530 2023
e 7307 586
e 878 2341
e 4897 4518
e 0 864
e 995 8238
e 12441 8693
e 3485 9089
e 3932 3249
e 2773 10448
e 3834 3192
e 3109 3199
e 8783 18295
e 1373 18295
e 5247 13655
e 1413 808
e 8520 27506
e 830 1353
e 1042 27507
e 527 15732
e 2356 22651
e 27508 27509
e 3176 2125
e 25508 5258
e 5138 14677
e 1434 530
e 78 11066
e 1023 10220
e 1127 12974
e 1911 1804
e 4341 27510
e 870 5621
e 11143 7708
e 878 5738
e 1992 1173
e 4267 17713
e 78 15901
e 3162 16287
e 1193 1804
e 3529 10855
e 2029 1928
e 3099 23240
e 2723 10528
e 119 3561
e 1699 24975
e 1266 668
e 944 8987
e 9115 22304
e 65 5987
e 23535 21009
e 25719 25071
e 2230 5109
e 2050 2356
e 27511 27512
e 3459 4592
e 602 2084
e 4767 6134
e 4200 21144
e 1271 2198
e 3558 2099
e 1772 27513
e 54 4186
e 1776 27514
e 1939 21100
e 4956 19929
e 5079 10038
e 408 3258
e 636 4518
e 1155 4649
e 492 1990
e 3299 8463
e 2279 6506
e 3900 1272
e 2760 2701
e 306 843
e 4682 15608
e 567 17327
e 399 9397
e 1961 16099
e 1813 2069
e 1804 399
e 1941 370
e 1639 27515
e 16506 18616
e 6803 9438
e 169 14687
e 104 27516
e 1471 16
e 1279 3617
e 980 1279
e 4951 8314
e 1774 4030
e 4654 8463
e 229 5871
e 1589 567
e 1752 6404
e 143 2667
e 11853 27517
e 688 6223
e 664 2880
e 1489 9293
e 377 808
e 650 1911
e 899 4526
e 544 14825
e 1354 10654
e 165 2690
e 352 2165
e 530 423
e 1997 3900
e 157 27518
e 82 3645
e 1864 16402
e 1288 4900
e 27519 2148
e 27520 27521
e 11553 756
e 27522 7928
e 3351 165
e 2178 17126
e 1993 6027
e 2209 21187
e 2530 12435
e 424 3794
e 888 12883
e 1880 3811
e 3359 17903
e 910 2401
e 611 9921
e 6526 2356
e 3439 4318
e 15050 5993
e 78 4208
e 1883 2612
e 910 10645
e 25730 16105
e 1042 4828
e 2295 10982
e 672 9707
e 2745 8366
e 2382 2232
e 5861 16
e 7167 1543
e 224 5306
e 4388 27032
e 3528 12315
e 930 772
e 2548 967
e 2148 296
e 27523 24294
e 1045 2040
e 24571 26505
e 3142 27524
e 930 27525
e 78 3709
e 2579 1946
e 921 23924
e 480 27526
e 858 475
e 1058 4436
e 1266 15381
e 12019 18703
e 1998 2733
e 21144 7918
e 17946 14835
e 6144 860
e 4279 27527
e 810 3936
e 2728 3310
e 10827 6267
e 487 13195
e 256 16665
e 1215 27528
e 1397 370
e 3396 4458
e 176 15020
e 8886 782
e 1654 11045
e 21545 17885
e 11203 4892
e 2659 13929
e 3477 588
e 78 27529
e 20299 12756
e 8768 5414
e 90 780
e 1347 1648
e 803 10840
e 92 2379
e 4701 5877
e 104 27530
e 6336 436
e 2870 6592
e 989 5214
e 5304 21632
e 104 27531
e 16539 27532
e 1239 24761
e 2 2491
e 2230 2401
e 1982 129
e 1121 262
e 9823 2276
e 575 15223
e 2204 4439
e 3542 18880
e 141 2512
e 2040 27533
e 4707 544
e 528 90
e 173 1900
e 3635 5602
e 1023 27534
e 2181 27535
e 4247 131
e 171 2305
e 153 8857
e 201 4954
e 8479 23177
e 5783 1781
e 363 9473
e 10171 2637
e 1832 27536
e 1110 6566
e 14603 9382
e 21092 23615
e 10688 21593
e 3932 2133
e 2115 27537
e 185 15577
e 914 4205
e 1874 7394
e 6046 10237
e 2545 121
e 60 3838
e 172 27538
e 2297 381
e 3542 7003
e 522 15064
e 917 2130
e 19601 22696
e 8753 462
e 3470 3305
e 197 27539
e 2545 1408
e 646 18622
e 1717 1103
e 421 949
e 752 4792
e 11681 3149
e 1857 14485
e 732 18404
e 36 3561
e 433 12459
e 3170 3914
e 6 8746
e 17073 6335
e 239 27540
e 1538 1829
e 11961 22548
e 443 12352
e 7815 2630
e 27541 9290
e 2370 17098
e 367 624
e 3961 282
e 451 774
e 2756 5311
e 2295 2378
e 34 27542
e 26 503
e 2115 1910
e 1425 3411
e 2168 20003
e 1603 7719
e 1910 4257
e 7869 33
e 23920 10375
e 90 10354
e 387 303
e 25753 26379
e 22 1140
e 5040 2496
e 503 3858
e 3154 2176
e 87 21577
e 490 194
e 4548 19021
e 1585 1268
e 1353 1673
e 787 8519
e 78 27543
e 3511 3443
e 27544 27545
e 245 2320
e 628 5089
e 10786 4770
e 18962 18550
e 61 23532
e 503 19974
e 228 16879
e 593 3277
e 2614 232
e 1378 27546
e 2893 17011
e 104 27547
e 6336 24
e 6904 15170
e 443 11811
e 3547 259
e 2439 13325
e 21173 9793
e 104 27548
e 4702 12106
e 10340 6942
e 340 8936
e 5956 4265
e 698 17217
e 462 27549
e 17118 24790
e 4073 2132
e 1339 23448
e 438 1879
e 141 624
e 377 1796
e 143 1905
e 2168 990
e 352 24658
e 3303 3704
e 538 1491
e 5608 3612
e 194 7276
e 3265 7735
e 15394 27550
e 6431 4152
e 1110 231
e 2935 1744
e 515 9944
e 869 4434
e 1084 1876
e 438 22648
e 40 5274
e 3561 24818
e 4945 27551
e 1529 21045
e 1415 2069
e 2901 2664
e 2724 1043
e 2375 14814
e 2079 11064
e 22482 26696
e 1078 10046
e 1042 5038
e 782 2843
e 1582 3889
e 23905 3630
e 690 16463
e 308 16864
e 10995 1896
e 11417 4761
e 18083 12603
e 424 1685
e 1382 9627
e 3411 2968
e 602 531
e 2006 2551
e 96 8212
e 205 982
e 2211 4858
e 1798 1068
e 8463 2615
e 412 2030
e 949 7557
e 4066 23037
e 243 7230
e 443 27552
e 2159 3859
e 672 3559
e 4908 4711
e 7726 2309
e 27553 19636
e 27554 27555
e 1779 498
e 30 6904
e 6064 2444
e 2054 537
e 1764 2490
e 256 27556
e 1103 2850
e 855 264
e 8330 1642
e 78 17570
e 12118 27557
e 1603 1703
e 26644 22410
e 9088 22325
e 9351 4863
e 4256 1668
e 2909 27558
e 3382 13123
e 7495 8154
e 1603 921
e 2530 3038
e 732 13226
e 6919 13524
e 17531 17574
e 78 17234
e 6526 18248
e 5193 12874
e 306 3659
e 245 2590
e 806 6896
e 194 18856
e 8748 27464
e 813 12833
e 2745 196
e 15504 1015
e 110 528
e 8597 3162
e 2548 1727
e 27559 27560
e 938 10831
e 7814 18704
e 328 3040
e 11930 17512
e 104 27561
e 8740 3145
e 12473 1524
e 27562 27563
e 173 18705
e 10451 3475
e 1347 8602
e 668 3091
e 462 27564
e 417 6049
e 9245 4396
e 143 5567
e 4036 13320
e 352 18584
e 9447 16965
e 13657 18261
e 141 947
e 1195 23625
e 11785 16767
e 546 7120
e 3540 4511
e 9199 12581
e 3251 5513
e 551 9608
e 1110 19
e 2295 18411
e 515 14184
e 1852 357
e 551 668
e 620 17746
e 553 5217
e 917 27565
e 534 1915
e 540 8945
e 3678 8579
e 387 25453
e 389 5801
e 181 18970
e 175 869
e 1140 24854
e 23708 23326
e 3687 1304
e 1880 8753
e 3357 3153
e 16883 2233
e 2506 3420
e 11377 27566
e 8235 1881
e 165 14334
e 6717 5730
e 4092 27567
e 14141 5988
e 12341 5407
e 421 12110
e 2887 25082
e 27568 12363
e 2168 18686
e 25637 10938
e 5078 12327
e 3177 4938
e 3487 5616
e 243 5244
e 17015 27062
e 4448 27569
e 16623 19956
e 680 266
e 466 7124
e 4781 2054
e 5148 10
e 3101 15044
e 2493 8283
e 1618 1954
e 584 27570
e 9547 9093
e 1672 5047
e 48 5571
e 282 8550
e 9705 208
e 1604 2181
e 16408 27571
e 1016 5058
e 8744 7396
e 3487 2971
e 1603 2585
e 1609 2108
e 3417 146
e 646 14090
e 1347 8210
e 668 536
e 443 20913
e 245 3349
e 8453 4343
e 1869 8509
e 78 27572
e 7427 6926
e 92 1969
e 5857 3135
e 966 21096
e 765 8214
e 1304 20158
e 4400 21805
e 2166 1894
e 440 3524
e 104 27573
e 6171 2855
e 370 1605
e 1664 11521
e 27574 26190
e 462 27575
e 443 1367
e 2759 917
e 1976 2698
e 4014 1729
e 14273 9675
e 339 2745
e 503 4019
e 1133 27576
e 689 3187
e 7617 13896
e 530 13038
e 534 96
e 896 8851
e 398 4389
e 3802 27577
e 387 24564
e 9497 14865
e 169 116
e 3132 13790
e 1990 27578
e 1744 1352
e 338 7831
e 705 947
e 21527 1467
e 2315 10385
e 4927 3259
e 2829 1510
e 23404 15247
e 9564 1719
e 3499 3160
e 5152 10688
e 63 27579
e 1510 3523
e 12439 3226
e 1895 7107
e 804 3020
e 407 1542
e 27580 27581
e 4866 4461
e 2795 2203
e 1018 27582
e 878 23842
e 3834 9125
e 743 18667
e 177 27583
e 1103 17142
e 243 8643
e 13182 8568
e 268 2315
e 12207 4652
e 3845 9011
e 1101 5601
e 3756 1027
e 27584 27585
e 618 8038
e 899 22058
e 11599 12267
e 17158 6179
e 3850 11211
e 8576 997
e 25808 17139
e 768 27586
e 584 27587
e 22214 18142
e 282 27588
e 6292 26486
e 772 11369
e 7541 3839
e 609 1149
e 27589 20296
e 179 1337
e 306 8519
e 25057 26751
e 306 5105
e 2045 3055
e 13824 27590
e 2583 9564
e 63 207
e 25813 24013
e 18593 26672
e 27591 27592
e 3756 2006
e 6564 8449
e 666 24210
e 830 20573
e 7656 22363
e 515 27593
e 4124 32
e 10425 2414
e 3496 27594
e 2095 929
e 340 1215
e 2751 4553
e 17005 24144
e 448 17305
e 682 15752
e 10224 260
e 3442 4661
e 26475 20626
e 3076 531
e 3161 9282
e 7838 3212
e 6717 3361
e 1609 21766
e 1852 528
e 23743 27595
e 620 23231
e 689 3924
e 4343 16972
e 5898 6113
e 2519 23182
e 173 2794
e 5981 3956
e 408 3012
e 2401 4632
e 1876 4111
e 3932 8281
e 327 4707
e 90 27596
e 2527 2607
e 5981 327
e 4418 16058
e 4059 14559
e 10139 18921
e 3048 27597
e 13865 456
e 726 13569
e 642 1662
e 1239 12850
e 411 980
e 2400 1126
e 7495 4393
e 411 4208
e 14341 13351
e 586 788
e 1554 7408
e 3932 13377
e 17997 13025
e 4174 21188
e 4226 623
e 243 870
e 3933 13152
e 960 1590
e 602 130
e 1103 784
e 433 4898
e 743 15090
e 2968 8412
e 14833 11931
e 2909 2091
e 447 65
e 755 4954
e 381 7912
e 527 2578
e 5078 15016
e 3035 8864
e 27598 26032
e 1779 1969
e 23074 27599
e 3215 11795
e 2063 2387
e 236 7249
e 614 78
e 367 4070
e 14412 11388
e 90 6040
e 78 21692
e 5376 16
e 540 27600
e 1645 2444
e 952 1361
e 2170 6799
e 8886 4974
e 179 4132
e 11080 5186
e 423 625
e 342 2595
e 1696 27601
e 176 8467
e 8952 27602
e 304 5606
e 21272 2271
e 245 139
e 228 16854
e 2627 2702
e 22235 14741
e 1212 3044
e 306 9035
e 810 27603
e 24157 3793
e 16225 27604
e 76 9482
e 27605 27606
e 2362 1613
e 27607 27608
e 8967 18726
e 245 1267
e 1040 6877
e 12018 5117
e 4000 27609
e 61 1297
e 4738 3438
e 169 8532
e 310 2517
e 282 12837
e 1682 2061
e 1491 637
e 2870 5205
e 2157 3545
e 520 8176
e 4064 1976
e 886 6992
e 327 12713
e 19460 13517
e 638 6260
e 2670 1617
e 2101 9536
e 2110 2183
e 878 148
e 1846 829
e 12976 12509
e 503 22961
e 1187 421
e 660 6339
e 176 27610
e 957 88
e 377 16942
e 3014 16857
e 782 1379
e 878 3811
e 90 11579
e 5981 2468
e 2677 27611
e 581 2968
e 6751 11221
e 2773 215
e 4457 6859
e 175 13322
e 752 5697
e 1042 3438
e 2104 19286
e 3310 2443
e 172 5563
e 4511 3354
e 243 27612
e 1140 23835
e 1363 2746
e 27613 4875
e 3687 1744
e 243 11775
e 411 3054
e 1058 17253
e 193 10086
e 197 18012
e 1609 17259
e 1063 6069
e 4850 17465
e 960 16506
e 1582 5539
e 930 1582
e 19692 5200
e 165 2205
e 1911 688
e 1329 21928
e 1293 1662
e 1042 4184
e 476 24441
e 2189 2607
e 5723 451
e 78 3151
e 3189 82
e 2203 10315
e 12307 5143
e 8996 26109
e 11449 27614
e 1639 14794
e 540 27615
e 179 8593
e 61 17280
e 503 15280
e 1103 2610
e 27616 27617
e 3733 1149
e 952 1703
e 66 9984
e 291 10184
e 966 1537
e 4680 1590
e 4945 11930
